test_type,N,baseline_days,true_P,fit_P,LS_power,true_K,fit_K,true_e,fit_e,Status
Observational,8,200,21.1668,43.5646,2.56,45.00,19.77,0.650,0.950,Success
Observational,8,200,21.1668,43.6105,2.76,45.00,152.59,0.650,0.824,Success
Observational,8,200,21.1668,39.6263,2.22,45.00,152.30,0.650,0.950,Success
Observational,8,200,21.1668,67.7712,3.17,45.00,41.88,0.650,0.388,Success
Observational,8,200,21.1668,143.5316,1.34,45.00,35.88,0.650,0.292,Success
Observational,8,200,21.1668,59.2227,2.81,45.00,46.98,0.650,0.454,Success
Observational,8,200,21.1668,63.1812,3.14,45.00,53.98,0.650,0.296,Success
Observational,8,200,21.1668,85.3699,2.15,45.00,35.50,0.650,0.637,Success
Observational,8,200,21.1668,97.3028,1.90,45.00,211.71,0.650,0.950,Success
Observational,8,200,21.1668,167.6707,2.12,45.00,68.36,0.650,0.733,Success
Observational,8,200,21.1668,153.8295,1.51,45.00,85.86,0.650,0.883,Success
Observational,8,200,21.1668,116.7910,2.60,45.00,21.66,0.650,0.186,Success
Observational,8,200,21.1668,42.2126,3.45,45.00,301.56,0.650,0.609,Success
Observational,8,200,21.1668,35.5336,2.70,45.00,232.80,0.650,0.742,Success
Observational,8,200,21.1668,43.5997,2.99,45.00,304.10,0.650,0.950,Success
Observational,7,200,21.1668,35.9100,2.25,45.00,52.69,0.650,0.620,Success
Observational,7,200,21.1668,66.0024,2.03,45.00,40.06,0.650,0.484,Success
Observational,7,200,21.1668,20.7352,2.87,45.00,227.10,0.650,0.950,Success
Observational,7,200,21.1668,99.2464,2.12,45.00,247.17,0.650,0.871,Success
Observational,7,200,21.1668,36.3494,1.88,45.00,1418.94,0.650,0.950,Success
Observational,7,200,21.1668,62.3611,2.70,45.00,329.23,0.650,0.950,Success
Observational,7,200,21.1668,61.8031,2.79,45.00,122.65,0.650,0.465,Success
Observational,7,200,21.1668,43.4159,2.06,45.00,98.24,0.650,0.950,Success
Observational,7,200,21.1668,29.8837,2.16,45.00,628.08,0.650,0.928,Success
Observational,7,200,21.1668,114.1571,2.17,45.00,155.10,0.650,0.813,Success
Observational,7,200,21.1668,42.0640,2.53,45.00,1883.06,0.650,0.950,Success
Observational,7,200,21.1668,183.8860,0.70,45.00,138.19,0.650,0.950,Success
Observational,7,200,21.1668,70.5611,1.67,45.00,48.23,0.650,0.916,Success
Observational,7,200,21.1668,42.7337,2.72,45.00,864.06,0.650,0.890,Success
Observational,7,200,21.1668,94.5422,1.66,45.00,301.74,0.650,0.818,Success
Observational,7,200,21.1668,56.9057,2.34,45.00,21.54,0.650,0.508,Success
Observational,7,200,21.1668,42.6139,2.99,45.00,450.80,0.650,0.950,Success
Observational,7,200,21.1668,26.2295,2.59,45.00,201.74,0.650,0.822,Success
Observational,7,200,21.1668,54.8543,1.85,45.00,2295.92,0.650,0.950,Success
Observational,7,200,21.1668,27.6227,2.88,45.00,429.29,0.650,0.950,Success
Observational,7,200,21.1668,133.3103,2.86,45.00,273.13,0.650,0.950,Success
Observational,7,200,21.1668,107.5862,2.62,45.00,464.16,0.650,0.822,Success
Observational,7,200,21.1668,165.3237,2.67,45.00,316.47,0.650,0.950,Success
Observational,7,200,21.1668,44.9019,2.65,45.00,83.71,0.650,0.464,Success
Observational,7,200,21.1668,53.3963,2.42,45.00,69.86,0.650,0.845,Success
Observational,7,200,21.1668,161.8158,2.70,45.00,699.24,0.650,0.935,Success
Observational,7,200,21.1668,91.0714,2.28,45.00,275.09,0.650,0.811,Success
Observational,7,200,21.1668,49.9990,2.46,45.00,648.51,0.650,0.950,Success
Observational,7,200,21.1668,147.3666,2.42,45.00,3417.04,0.650,0.950,Success
Observational,7,200,21.1668,148.0790,2.40,45.00,19.13,0.650,0.590,Success
Observational,7,200,21.1668,111.0974,2.29,45.00,114.84,0.650,0.748,Success
Observational,7,200,21.1668,57.4881,2.48,45.00,185.72,0.650,0.717,Success
Observational,7,200,21.1668,72.9011,1.51,45.00,124.54,0.650,0.950,Success
Observational,7,200,21.1668,171.9834,2.66,45.00,35.90,0.650,0.485,Success
Observational,7,200,21.1668,66.2939,1.02,45.00,208.48,0.650,0.950,Success
Observational,7,200,21.1668,94.1794,0.98,45.00,367.69,0.650,0.950,Success
Observational,7,200,21.1668,61.2289,2.98,45.00,60.98,0.650,0.346,Success
Observational,7,200,21.1668,31.5562,1.23,45.00,19.45,0.650,0.950,Success
Observational,7,200,21.1668,62.8640,2.92,45.00,156.55,0.650,0.474,Success
Observational,7,200,21.1668,70.5752,1.02,45.00,73.42,0.650,0.828,Success
Observational,7,200,21.1668,41.7149,2.81,45.00,36.09,0.650,0.495,Success
Observational,7,200,21.1668,174.3751,2.33,45.00,39.15,0.650,0.531,Success
Observational,7,200,21.1668,57.0779,2.11,45.00,43.83,0.650,0.810,Success
Observational,7,200,21.1668,41.8634,2.89,45.00,297.80,0.650,0.790,Success
Observational,7,200,21.1668,63.1957,2.38,45.00,90.29,0.650,0.774,Success
Observational,7,200,21.1668,32.3516,1.58,45.00,545.34,0.650,0.950,Success
Observational,7,200,21.1668,95.7380,1.93,45.00,174.55,0.650,0.813,Success
Observational,7,200,21.1668,63.7075,2.10,45.00,49.37,0.650,0.950,Success
Observational,7,200,21.1668,65.5377,2.56,45.00,59.12,0.650,0.734,Success
Observational,7,200,21.1668,25.6011,2.91,45.00,30.19,0.650,0.387,Success
Observational,7,200,21.1668,41.4849,2.54,45.00,33.83,0.650,0.950,Success
Observational,7,200,21.1668,59.5324,1.19,45.00,175.24,0.650,0.950,Success
Observational,7,200,21.1668,65.7369,2.99,45.00,46.65,0.650,0.076,Success
Observational,7,200,21.1668,124.9267,2.07,45.00,53.72,0.650,0.728,Success
Observational,7,200,21.1668,42.3733,3.00,45.00,17.12,0.650,0.229,Success
Observational,7,200,21.1668,118.7170,1.98,45.00,237.69,0.650,0.572,Success
Observational,7,200,21.1668,12.8587,2.70,45.00,41.59,0.650,0.533,Success
Observational,7,200,21.1668,27.4170,2.02,45.00,155.78,0.650,0.950,Success
Observational,7,200,21.1668,71.3505,2.49,45.00,32.76,0.650,0.771,Success
Observational,7,200,21.1668,55.6515,1.87,45.00,109.34,0.650,0.950,Success
Observational,7,200,21.1668,124.6685,1.97,45.00,81.34,0.650,0.926,Success
Observational,7,200,21.1668,64.5442,2.06,45.00,288.76,0.650,0.950,Success
Observational,7,200,21.1668,36.0859,2.84,45.00,595.79,0.650,0.769,Success
Observational,7,200,21.1668,134.6465,1.90,45.00,44.38,0.650,0.625,Success
Observational,7,200,21.1668,110.3191,2.76,45.00,64.66,0.650,0.370,Success
Observational,7,200,21.1668,145.1084,1.36,45.00,48.10,0.650,0.950,Success
Observational,7,200,21.1668,59.8585,2.34,45.00,767.51,0.650,0.950,Success
Observational,7,200,21.1668,113.7304,2.25,45.00,129.19,0.650,0.724,Success
Observational,7,200,21.1668,40.5200,2.59,45.00,427.72,0.650,0.950,Success
Observational,7,200,21.1668,36.0846,2.16,45.00,46.33,0.650,0.534,Success
Observational,6,200,21.1668,193.6094,1.18,45.00,262.86,0.650,0.950,Success
Observational,6,200,21.1668,42.4474,2.38,45.00,208.00,0.650,0.950,Success
Observational,6,200,21.1668,62.7215,2.49,45.00,363.60,0.650,0.750,Success
Observational,6,200,21.1668,17.9163,2.31,45.00,201.55,0.650,0.771,Success
Observational,6,200,21.1668,56.4364,2.03,45.00,138.81,0.650,0.739,Success
Observational,6,200,21.1668,22.3093,2.41,45.00,28.15,0.650,0.164,Success
Observational,6,200,21.1668,45.6396,2.44,45.00,596.80,0.650,0.950,Success
Observational,6,200,21.1668,129.1604,2.41,45.00,228.58,0.650,0.861,Success
Observational,6,200,21.1668,67.7306,1.88,45.00,429.25,0.650,0.950,Success
Observational,6,200,21.1668,22.2217,1.72,45.00,100.99,0.650,0.725,Success
Observational,6,200,21.1668,66.4227,2.38,45.00,333.32,0.650,0.805,Success
Observational,6,200,21.1668,28.4464,1.94,45.00,55.13,0.650,0.629,Success
Observational,6,200,21.1668,35.9290,2.43,45.00,37.49,0.650,0.205,Success
Observational,6,200,21.1668,88.4721,1.91,45.00,230.70,0.650,0.745,Success
Observational,6,200,21.1668,60.8484,2.30,45.00,139.11,0.650,0.950,Success
Observational,6,200,21.1668,85.3617,2.27,45.00,368.19,0.650,0.748,Success
Observational,6,200,21.1668,175.5672,1.11,45.00,74.29,0.650,0.904,Success
Observational,6,200,21.1668,195.0565,1.69,45.00,340.38,0.650,0.872,Success
Observational,6,200,21.1668,62.5864,2.08,45.00,56.25,0.650,0.950,Success
Observational,6,200,21.1668,61.1314,2.24,45.00,80.82,0.650,0.884,Success
Observational,6,200,21.1668,33.1905,2.37,45.00,90.01,0.650,0.560,Success
Observational,6,200,21.1668,92.4213,1.61,45.00,1463.34,0.650,0.950,Success
Observational,6,200,21.1668,32.0448,1.52,45.00,42.35,0.650,0.373,Success
Observational,6,200,21.1668,44.5823,1.98,45.00,54.91,0.650,0.950,Success
Observational,6,200,21.1668,61.1558,2.25,45.00,288.90,0.650,0.950,Success
Observational,6,200,21.1668,105.7139,2.24,45.00,56.47,0.650,0.405,Success
Observational,6,200,21.1668,56.1502,2.40,45.00,41.77,0.650,0.600,Success
Observational,6,200,21.1668,77.1211,2.13,45.00,62.96,0.650,0.483,Success
Observational,6,200,21.1668,64.1019,2.14,45.00,70.88,0.650,0.852,Success
Observational,6,200,21.1668,22.3203,2.26,45.00,89.13,0.650,0.827,Success
Observational,6,200,21.1668,44.9487,2.40,45.00,462.42,0.650,0.756,Success
Observational,6,200,21.1668,51.0428,2.07,45.00,136.32,0.650,0.925,Success
Observational,6,200,21.1668,106.1048,2.42,45.00,258.67,0.650,0.773,Success
Observational,6,200,21.1668,73.1925,1.57,45.00,1097.73,0.650,0.950,Success
Observational,6,200,21.1668,31.0881,2.20,45.00,53.43,0.650,0.322,Success
Observational,6,200,21.1668,137.3647,1.73,45.00,34.01,0.650,0.621,Success
Observational,6,200,21.1668,35.8849,2.32,45.00,418.90,0.650,0.695,Success
Observational,6,200,21.1668,129.9643,2.49,45.00,700.22,0.650,0.950,Success
Observational,6,200,21.1668,42.8857,2.47,45.00,253.62,0.650,0.894,Success
Observational,6,200,21.1668,110.1103,1.99,45.00,45.02,0.650,0.467,Success
Observational,6,200,21.1668,68.6491,2.09,45.00,168.62,0.650,0.750,Success
Observational,6,200,21.1668,127.1661,2.30,45.00,805.57,0.650,0.695,Success
Observational,6,200,21.1668,65.7631,2.41,45.00,28.71,0.650,0.513,Success
Observational,6,200,21.1668,28.0071,2.49,45.00,29.84,0.650,0.414,Success
Observational,6,200,21.1668,41.0481,2.33,45.00,340.98,0.650,0.950,Success
Observational,6,200,21.1668,93.8253,2.26,45.00,113.06,0.650,0.950,Success
Observational,6,200,21.1668,87.5674,2.41,45.00,223.58,0.650,0.950,Success
Observational,6,200,21.1668,61.1539,2.41,45.00,58.18,0.650,0.324,Success
Observational,6,200,21.1668,108.2839,2.50,45.00,28.62,0.650,0.474,Success
Observational,6,200,21.1668,13.6563,2.45,45.00,57.96,0.650,0.502,Success
Observational,6,200,21.1668,138.2734,1.90,45.00,245.17,0.650,0.787,Success
Observational,6,200,21.1668,61.2678,2.42,45.00,918.45,0.650,0.950,Success
Observational,6,200,21.1668,64.4431,2.43,45.00,426.84,0.650,0.950,Success
Observational,6,200,21.1668,81.8627,1.55,45.00,305.69,0.650,0.950,Success
Observational,6,200,21.1668,20.9073,2.39,45.00,173.19,0.650,0.950,Success
Observational,6,200,21.1668,62.5457,2.12,45.00,43.48,0.650,0.486,Success
Observational,6,200,21.1668,33.7727,2.39,45.00,47.83,0.650,0.497,Success
Observational,6,200,21.1668,17.9674,2.38,45.00,37.65,0.650,0.345,Success
Observational,6,200,21.1668,34.4708,2.49,45.00,711.20,0.650,0.950,Success
Observational,6,200,21.1668,110.4163,2.26,45.00,408.64,0.650,0.791,Success
Observational,6,200,21.1668,115.8146,2.01,45.00,74.59,0.650,0.908,Success
Observational,6,200,21.1668,9.7986,2.49,45.00,57.75,0.650,0.052,Success
Observational,6,200,21.1668,43.4819,2.21,45.00,139.12,0.650,0.833,Success
Observational,6,200,21.1668,107.3534,2.50,45.00,37.88,0.650,0.055,Success
Observational,6,200,21.1668,64.9249,1.63,45.00,299.93,0.650,0.950,Success
Observational,6,200,21.1668,53.3810,2.37,45.00,20.35,0.650,0.444,Success
Observational,6,200,21.1668,78.9501,2.44,45.00,242.93,0.650,0.586,Success
Observational,6,200,21.1668,92.9305,2.38,45.00,622.28,0.650,0.720,Success
Observational,6,200,21.1668,64.1734,2.47,45.00,72.64,0.650,0.950,Success
Observational,6,200,21.1668,79.7864,2.27,45.00,547.11,0.650,0.803,Success
Observational,5,200,21.1668,86.1827,2.00,45.00,212.10,0.650,0.315,Success
Observational,5,200,21.1668,75.5081,1.90,45.00,14.65,0.650,0.675,Success
Observational,5,200,21.1668,59.1470,1.60,45.00,62.23,0.650,0.840,Success
Observational,5,200,21.1668,153.2603,2.00,45.00,792.53,0.650,0.654,Success
Observational,5,200,21.1668,105.9727,1.66,45.00,41.09,0.650,0.464,Success
Observational,5,200,21.1668,67.4433,1.16,45.00,47.93,0.650,0.950,Success
Observational,5,200,21.1668,159.0022,1.93,45.00,385.11,0.650,0.315,Success
Observational,5,200,21.1668,26.2049,1.27,45.00,808.99,0.650,0.950,Success
Observational,5,200,21.1668,87.4238,1.97,45.00,32.08,0.650,0.225,Success
Observational,5,200,21.1668,62.4837,1.89,45.00,136.41,0.650,0.562,Success
Observational,5,200,21.1668,94.1600,1.75,45.00,35.35,0.650,0.416,Success
Observational,5,200,21.1668,62.7184,1.96,45.00,66.23,0.650,0.575,Success
Observational,5,200,21.1668,36.1756,1.73,45.00,1646.43,0.650,0.950,Success
Observational,5,200,21.1668,107.6133,2.00,45.00,54.08,0.650,0.549,Success
Observational,5,200,21.1668,33.1273,2.00,45.00,30.93,0.650,0.126,Success
Observational,5,200,21.1668,42.1320,2.00,45.00,32.55,0.650,0.162,Success
Observational,5,200,21.1668,105.9481,2.00,45.00,94.62,0.650,0.121,Success
Observational,5,200,21.1668,112.4184,1.09,45.00,398.45,0.650,0.867,Success
Observational,5,200,21.1668,44.5741,1.23,45.00,21.85,0.650,0.950,Success
Observational,5,200,21.1668,85.9311,1.60,45.00,21.37,0.650,0.950,Success
Observational,5,200,21.1668,83.2021,2.00,45.00,73.94,0.650,0.349,Success
Observational,5,200,21.1668,95.5023,1.19,45.00,48.73,0.650,0.847,Success
Observational,5,200,21.1668,97.2230,0.96,45.00,218.58,0.650,0.950,Success
Observational,5,200,21.1668,77.8879,1.90,45.00,429.65,0.650,0.921,Success
Observational,5,200,21.1668,82.2919,1.94,45.00,103.07,0.650,0.482,Success
Observational,5,200,21.1668,106.5750,2.00,45.00,41.86,0.650,0.243,Success
Observational,5,200,21.1668,59.3297,1.82,45.00,908.25,0.650,0.950,Success
Observational,5,200,21.1668,84.8824,1.88,45.00,50.90,0.650,0.426,Success
Observational,5,200,21.1668,50.5562,1.93,45.00,95.91,0.650,0.597,Success
Observational,5,200,21.1668,80.5370,1.78,45.00,20.76,0.650,0.226,Success
Observational,5,200,21.1668,43.3797,1.99,45.00,58.90,0.650,0.192,Success
Observational,5,200,21.1668,42.5301,2.00,45.00,217.22,0.650,0.950,Success
Observational,5,200,21.1668,42.4922,2.00,45.00,32.00,0.650,0.274,Success
Observational,5,200,21.1668,44.8951,1.97,45.00,335.32,0.650,0.877,Success
Observational,5,200,21.1668,100.7258,1.96,45.00,35.90,0.650,0.139,Success
Observational,5,200,21.1668,62.8960,2.00,45.00,39.62,0.650,0.014,Success
Observational,5,200,21.1668,46.3198,1.92,45.00,4600.82,0.650,0.950,Success
Observational,5,200,21.1668,44.6503,1.90,45.00,76.71,0.650,0.547,Success
Observational,5,200,21.1668,85.9623,1.98,45.00,31.05,0.650,0.439,Success
Observational,5,200,21.1668,48.4148,1.97,45.00,86.83,0.650,0.461,Success
Observational,5,200,21.1668,102.9068,1.94,45.00,21.24,0.650,0.221,Success
Observational,5,200,21.1668,126.7895,1.92,45.00,216.42,0.650,0.950,Success
Observational,5,200,21.1668,63.3163,1.81,45.00,36.19,0.650,0.498,Success
Observational,5,200,21.1668,111.9750,2.00,45.00,43.09,0.650,0.446,Success
Observational,5,200,21.1668,162.1716,1.65,45.00,28.54,0.650,0.314,Success
Observational,5,200,21.1668,83.4184,1.99,45.00,1366.15,0.650,0.874,Success
Observational,5,200,21.1668,42.0717,2.00,45.00,29.84,0.650,0.512,Success
Observational,5,200,21.1668,147.7659,1.94,45.00,46.52,0.650,0.546,Success
Observational,5,200,21.1668,53.1036,1.49,45.00,99.62,0.650,0.950,Success
Observational,5,200,21.1668,73.7438,1.87,45.00,85.92,0.650,0.735,Success
Observational,5,200,21.1668,21.1086,2.00,45.00,31.42,0.650,0.438,Success
Observational,5,200,21.1668,63.7508,1.99,45.00,244.06,0.650,0.808,Success
Observational,5,200,21.1668,107.6656,1.98,45.00,517.24,0.650,0.950,Success
Observational,5,200,21.1668,42.2992,2.00,45.00,27.49,0.650,0.133,Success
Observational,5,200,21.1668,62.0059,2.00,45.00,40.36,0.650,0.067,Success
Observational,5,200,21.1668,182.5731,1.62,45.00,48.33,0.650,0.400,Success
Observational,5,200,21.1668,90.0146,1.99,45.00,28.56,0.650,0.226,Success
Observational,5,200,21.1668,111.4111,1.34,45.00,116.71,0.650,0.845,Success
Observational,5,200,21.1668,63.6299,2.00,45.00,1094.85,0.650,0.890,Success
Observational,5,200,21.1668,47.1644,1.55,45.00,107.37,0.650,0.746,Success
Observational,5,200,21.1668,100.0730,1.86,45.00,91.01,0.650,0.590,Success
Observational,5,200,21.1668,128.6759,1.24,45.00,30.93,0.650,0.729,Success
Observational,5,200,21.1668,147.0220,1.87,45.00,25.08,0.650,0.633,Success
Observational,5,200,21.1668,88.0798,1.96,45.00,164.95,0.650,0.408,Success
Observational,5,200,21.1668,67.4701,1.93,45.00,40.80,0.650,0.672,Success
Observational,5,200,21.1668,118.8424,1.68,45.00,87.48,0.650,0.909,Success
Observational,5,200,21.1668,127.7328,1.86,45.00,283.16,0.650,0.580,Success
Observational,5,200,21.1668,44.1967,1.88,45.00,110.79,0.650,0.950,Success
Observational,5,200,21.1668,83.6630,2.00,45.00,82.22,0.650,0.066,Success
Observational,5,200,21.1668,63.2059,1.99,45.00,77.13,0.650,0.272,Success
Baseline_days,6,200.0,21.1668,57.7049,2.45,45.00,320.20,0.650,0.710,Success
Baseline_days,6,200.0,21.1668,63.8085,2.45,45.00,276.80,0.650,0.712,Success
Baseline_days,6,200.0,21.1668,42.5155,2.49,45.00,37.73,0.650,0.424,Success
Baseline_days,6,200.0,21.1668,27.4187,1.80,45.00,129.20,0.650,0.804,Success
Baseline_days,6,200.0,21.1668,74.5289,2.31,45.00,186.36,0.650,0.921,Success
Baseline_days,6,200.0,21.1668,92.0816,2.08,45.00,112.50,0.650,0.950,Success
Baseline_days,6,200.0,21.1668,42.4154,2.44,45.00,203.32,0.650,0.927,Success
Baseline_days,6,200.0,21.1668,46.8498,1.61,45.00,456.00,0.650,0.885,Success
Baseline_days,6,200.0,21.1668,129.8183,0.68,45.00,37.25,0.650,0.950,Success
Baseline_days,6,200.0,21.1668,143.6510,2.36,45.00,119.64,0.650,0.950,Success
Baseline_days,6,200.0,21.1668,60.9273,2.40,45.00,765.26,0.650,0.950,Success
Baseline_days,6,200.0,21.1668,74.8781,2.16,45.00,52.57,0.650,0.620,Success
Baseline_days,6,200.0,21.1668,47.6390,0.88,45.00,732.24,0.650,0.950,Success
Baseline_days,6,200.0,21.1668,125.1823,1.92,45.00,1045.43,0.650,0.950,Success
Baseline_days,6,200.0,21.1668,108.7342,2.36,45.00,61.52,0.650,0.471,Success
Baseline_days,6,200.0,21.1668,53.5475,2.45,45.00,88.88,0.650,0.446,Success
Baseline_days,6,200.0,21.1668,49.1588,2.05,45.00,298.46,0.650,0.767,Success
Baseline_days,6,200.0,21.1668,90.9917,1.94,45.00,67.44,0.650,0.950,Success
Baseline_days,6,200.0,21.1668,62.7510,2.48,45.00,426.63,0.650,0.948,Success
Baseline_days,6,200.0,21.1668,191.6089,2.30,45.00,64.84,0.650,0.345,Success
Baseline_days,6,200.0,21.1668,12.8125,2.49,45.00,33.10,0.650,0.072,Success
Baseline_days,6,200.0,21.1668,121.3801,1.20,45.00,95.09,0.650,0.950,Success
Baseline_days,6,200.0,21.1668,169.7903,1.91,45.00,112.71,0.650,0.933,Success
Baseline_days,6,200.0,21.1668,76.0751,0.76,45.00,994.60,0.650,0.910,Success
Baseline_days,6,200.0,21.1668,41.7288,2.48,45.00,554.16,0.650,0.876,Success
Baseline_days,6,200.0,21.1668,96.3980,1.41,45.00,269.86,0.650,0.950,Success
Baseline_days,6,200.0,21.1668,166.6866,1.21,45.00,124.55,0.650,0.946,Success
Baseline_days,6,200.0,21.1668,119.4457,1.10,45.00,22.99,0.650,0.950,Success
Baseline_days,6,200.0,21.1668,105.3899,0.71,45.00,262.80,0.650,0.950,Success
Baseline_days,6,200.0,21.1668,62.7641,1.69,45.00,30.19,0.650,0.558,Success
Baseline_days,6,200.0,21.1668,124.8484,1.78,45.00,146.36,0.650,0.828,Success
Baseline_days,6,200.0,21.1668,61.0641,2.21,45.00,33.99,0.650,0.370,Success
Baseline_days,6,200.0,21.1668,95.7240,1.67,45.00,24.63,0.650,0.577,Success
Baseline_days,6,200.0,21.1668,91.8657,1.80,45.00,167.79,0.650,0.778,Success
Baseline_days,6,200.0,21.1668,53.8310,1.76,45.00,162.36,0.650,0.803,Success
Baseline_days,6,200.0,21.1668,67.0655,1.99,45.00,65.45,0.650,0.950,Success
Baseline_days,6,200.0,21.1668,146.6197,1.27,45.00,50.92,0.650,0.950,Success
Baseline_days,6,200.0,21.1668,93.7406,2.47,45.00,87.00,0.650,0.950,Success
Baseline_days,6,200.0,21.1668,96.8270,2.46,45.00,27.63,0.650,0.153,Success
Baseline_days,6,200.0,21.1668,51.3671,1.52,45.00,823.22,0.650,0.950,Success
Baseline_days,6,200.0,21.1668,64.6574,2.44,45.00,3197.76,0.650,0.950,Success
Baseline_days,6,200.0,21.1668,88.6745,1.88,45.00,83.58,0.650,0.950,Success
Baseline_days,6,200.0,21.1668,42.1129,2.24,45.00,71.42,0.650,0.802,Success
Baseline_days,6,200.0,21.1668,109.1098,2.17,45.00,147.75,0.650,0.950,Success
Baseline_days,6,200.0,21.1668,73.6393,2.08,45.00,508.88,0.650,0.888,Success
Baseline_days,6,200.0,21.1668,97.0684,2.50,45.00,55.57,0.650,0.126,Success
Baseline_days,6,200.0,21.1668,79.9486,2.33,45.00,28.15,0.650,0.245,Success
Baseline_days,6,200.0,21.1668,129.3742,1.77,45.00,1466.56,0.650,0.950,Success
Baseline_days,6,200.0,21.1668,42.2216,2.50,45.00,922.14,0.650,0.950,Success
Baseline_days,6,200.0,21.1668,128.8812,2.10,45.00,936.40,0.650,0.904,Success
Baseline_days,6,200.0,21.1668,83.8068,1.46,45.00,37.32,0.650,0.950,Success
Baseline_days,6,200.0,21.1668,113.7609,1.77,45.00,341.58,0.650,0.950,Success
Baseline_days,6,200.0,21.1668,30.1691,1.71,45.00,25.97,0.650,0.674,Success
Baseline_days,6,200.0,21.1668,146.6334,1.88,45.00,35.97,0.650,0.950,Success
Baseline_days,6,200.0,21.1668,34.4172,1.12,45.00,173.04,0.650,0.950,Success
Baseline_days,6,200.0,21.1668,43.6228,2.18,45.00,911.76,0.650,0.937,Success
Baseline_days,6,200.0,21.1668,103.2354,2.01,45.00,282.09,0.650,0.913,Success
Baseline_days,6,200.0,21.1668,78.2136,1.57,45.00,354.42,0.650,0.950,Success
Baseline_days,6,200.0,21.1668,18.1671,2.49,45.00,165.49,0.650,0.186,Success
Baseline_days,6,200.0,21.1668,63.5366,2.50,45.00,351.60,0.650,0.742,Success
Baseline_days,6,200.0,21.1668,29.6926,2.48,45.00,156.57,0.650,0.791,Success
Baseline_days,6,200.0,21.1668,143.4934,0.52,45.00,125.39,0.650,0.950,Success
Baseline_days,6,200.0,21.1668,96.5970,2.07,45.00,632.14,0.650,0.943,Success
Baseline_days,6,200.0,21.1668,31.9487,2.49,45.00,45.35,0.650,0.475,Success
Baseline_days,6,200.0,21.1668,52.1906,2.39,45.00,32.79,0.650,0.230,Success
Baseline_days,6,200.0,21.1668,90.2882,2.06,45.00,286.87,0.650,0.917,Success
Baseline_days,6,200.0,21.1668,34.1108,2.35,45.00,207.88,0.650,0.734,Success
Baseline_days,6,200.0,21.1668,44.0284,2.39,45.00,317.31,0.650,0.950,Success
Baseline_days,6,200.0,21.1668,23.9372,2.44,45.00,44.59,0.650,0.589,Success
Baseline_days,6,200.0,21.1668,64.8307,0.86,45.00,52.33,0.650,0.950,Success
Baseline_days,6,195.0,21.1668,60.4945,0.93,45.00,33.92,0.650,0.914,Success
Baseline_days,6,195.0,21.1668,41.7541,2.37,45.00,20.85,0.650,0.471,Success
Baseline_days,6,195.0,21.1668,21.1369,2.50,45.00,30.59,0.650,0.523,Success
Baseline_days,6,195.0,21.1668,86.1455,2.17,45.00,59.23,0.650,0.775,Success
Baseline_days,6,195.0,21.1668,37.6991,1.28,45.00,120.46,0.650,0.950,Success
Baseline_days,6,195.0,21.1668,148.7653,1.56,45.00,155.77,0.650,0.879,Success
Baseline_days,6,195.0,21.1668,81.7512,2.50,45.00,73.80,0.650,0.458,Success
Baseline_days,6,195.0,21.1668,67.2851,2.46,45.00,806.40,0.650,0.950,Success
Baseline_days,6,195.0,21.1668,109.7010,1.66,45.00,37.29,0.650,0.950,Success
Baseline_days,6,195.0,21.1668,41.0871,2.18,45.00,1196.89,0.650,0.950,Success
Baseline_days,6,195.0,21.1668,52.2863,1.99,45.00,27.41,0.650,0.795,Success
Baseline_days,6,195.0,21.1668,131.2982,2.04,45.00,241.71,0.650,0.789,Success
Baseline_days,6,195.0,21.1668,57.9461,2.33,45.00,627.77,0.650,0.941,Success
Baseline_days,6,195.0,21.1668,89.2591,2.30,45.00,125.03,0.650,0.731,Success
Baseline_days,6,195.0,21.1668,31.2213,1.35,45.00,733.44,0.650,0.813,Success
Baseline_days,6,195.0,21.1668,64.4891,2.35,45.00,98.80,0.650,0.833,Success
Baseline_days,6,195.0,21.1668,29.5414,2.22,45.00,624.91,0.650,0.752,Success
Baseline_days,6,195.0,21.1668,41.1063,2.16,45.00,51.15,0.650,0.950,Success
Baseline_days,6,195.0,21.1668,64.9820,1.27,45.00,18.38,0.650,0.950,Success
Baseline_days,6,195.0,21.1668,47.5338,2.31,45.00,257.77,0.650,0.755,Success
Baseline_days,6,195.0,21.1668,126.3246,2.26,45.00,804.76,0.650,0.950,Success
Baseline_days,6,195.0,21.1668,63.0556,2.50,45.00,113.40,0.650,0.833,Success
Baseline_days,6,195.0,21.1668,21.1573,2.49,45.00,132.05,0.650,0.734,Success
Baseline_days,6,195.0,21.1668,50.5581,2.44,45.00,84.52,0.650,0.800,Success
Baseline_days,6,195.0,21.1668,97.0682,1.97,45.00,181.97,0.650,0.798,Success
Baseline_days,6,195.0,21.1668,44.5542,2.15,45.00,258.80,0.650,0.749,Success
Baseline_days,6,195.0,21.1668,65.1363,2.35,45.00,566.39,0.650,0.950,Success
Baseline_days,6,195.0,21.1668,113.7124,0.24,45.00,41.52,0.650,0.950,Success
Baseline_days,6,195.0,21.1668,55.9210,1.96,45.00,99.71,0.650,0.937,Success
Baseline_days,6,195.0,21.1668,36.7154,2.27,45.00,748.41,0.650,0.950,Success
Baseline_days,6,195.0,21.1668,35.4384,2.30,45.00,68.47,0.650,0.732,Success
Baseline_days,6,195.0,21.1668,77.1644,1.67,45.00,99.39,0.650,0.950,Success
